"Reviews","Ratings"
"
I put the new Echo in my workshop. It was a lot larger than I expected. It's about the size of a cantaloupe. I bought the wall mount for it too - works great.I was tired of streaming music to a Bose Bluetooth speaker, so I bought this to replace that one. The little Bose sounds a bit better, but having Alexa and music on demand makes up for it.Sound:To me (Gen X with a need for bass), the new Echo sounded great but lacked bass.HOWEVER, I bought the Echo Subwoofer and the combination of those is great.
","Positive"
"
This product is very helpful!
","Positive"
"
The echo works great and I absolutely love it, I was just under the impression that the light could cycle through the colors instead of just being one color at a time.
","Positive"
"
Just got this today (1/4/2022 and it was very easy and quick to set up. Shipping took a long time, I ordered it on December 22nd, but it was well worth the wait. I can get the forecast just by asking for it, I can play my favorite songs and set up daily reminders for medication or set reminders for appointments. This device will definitely make my life easier! Love, love, LOVE IT!
","Positive"
"
Thank you I luv it.
","Positive"
"
Alexa is worth the price
","Positive"
"
It does not always stay on when I say the name it will turn on and immediately turn off.  I have to say the name again.  I also wish the light on the bottom was more visible.  The sound is good to me when I play music.
","Positive"
"
I like must that Alexa is bilingual and have a pleasant voice.
","Positive"
"
We signed on early to the original Echo smart home hub, and it served us well for years, but it struggled at times with all the noise in our home. We have a lot of pets, mostly birds, and they all have something to say, and our original Echo sometimes just gave up when we tried to use it. With the new generation of Echo, voice recognition is greatly improved, sound quality is excellent, and the device is more attractive in general.
","Positive"
"
The sound is great. This speaker is highly recommended if you're looking for a good quality small speaker with lots of bass, for home or office use. The sound is even better if you adjust the equalizer to your liking.However actually controlling the device can be tricky, as the microphones aren't the best quality. I have an Echo Flex which has better microphones than this, however that might be because the Flex is hooked up to external speakers. But then again, it might not be. All I'm saying is Amazon probably could have done a better job with the microphones on these Echo devices.To summarize, the speaker has great sound and works well, Albeit with mediocre microphones.
","Positive"
"
I can’t rave enough about this echo 4 and all it’s features, from the great quality sound that plays all my favorite songs, how easy it is to manage your other devices such as my amazon fire stick to my tv through the use of Alexa’s integration. The voice recognition works amazingly when it comes to asking Alexa questions such as weather, news, sports, playing specific songs, audio books, setting up morning and night time routines, adding to my shopping list, dropping in on my family, leaving my son a message when he gets home if I’m not there, setting up your own question like who does the dishes etc. and many more. This device definitely will not disappoint! I’d  absolutely recommend that everybody get one or two or three lol it’s just that awesome!
","Positive"
